tag,to,from,weight
3841-30309fg,3841-5030309-30309fg,3841-1506-1506,24
3841-30309fg,3841-5030309-30309fg,3841-1668-1668,41
3841-30309fg,3841-5030309-30309fg,3841-2003-2003,11
3841-30309fg,3841-5030309-30309fg,3841-26509-26509,7
3841-30309fg,3841-5030309-30309fg,3841-5947-5947,140
3841-30309fg,3841-5030309-30309fg,3841-9506-9506,2
3841-30309fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,140
3841-30309fg,3841-6001415-30309fg,3841-5030309-30309fg,225
3841-30309fg,3841-6114523-6114523,3835-6114523-6114523,7
3841-30309fg,3841-9506-9506,3811-9506-9506,2
3841-3031fg,3811-3031-3031,Terminal_3811-3031-3031_Terminal,36
3841-3031fg,3811-6079836-3031fg,3811-3031-3031,36
3841-3031fg,3841-6079836-3031fg,3811-6079836-3031fg,38
3841-30408fg,3803-1655-1655,Terminal_3803-1655-1655_Terminal,270
3841-30408fg,3841-1655-1655,3803-1655-1655,270
3841-30408fg,3841-5030408-30408fg,3841-1655-1655,270
3841-30408fg,3841-5030408-30408fg,3841-9185-9185,3882
3841-30408fg,3841-6002434-30408fg,3841-5030408-30408fg,4152
3841-30408fg,3841-9185-9185,3857-9185-9185,3882
3841-30408fg,3857-9185-9185,Terminal_3857-9185-9185_Terminal,3882
3841-30466fg,3803-1655-1655,Terminal_3803-1655-1655_Terminal,370
3841-30466fg,3803-6568-6568,Terminal_3803-6568-6568_Terminal,370
3841-30466fg,3841-1655-1655,3803-1655-1655,370
3841-30466fg,3841-5030466-30466fg,3841-1655-1655,370
3841-30466fg,3841-5030466-30466fg,3841-6568-6568,370
3841-30466fg,3841-5030466-30466fg,3841-9185-9185,6661
3841-30466fg,3841-6002067-30466fg,3841-5030466-30466fg,7401
3841-30466fg,3841-6568-6568,3803-6568-6568,370
3841-30466fg,3841-9185-9185,3857-9185-9185,6661
3841-30466fg,3857-9185-9185,Terminal_3857-9185-9185_Terminal,6661
3841-30807fg,3811-1894-1894,Terminal_3811-1894-1894_Terminal,138
3841-30807fg,3811-2578-2578,Terminal_3811-2578-2578_Terminal,282
3841-30807fg,3811-3435-3435,Terminal_3811-3435-3435_Terminal,150
3841-30807fg,3811-3484-3484,Terminal_3811-3484-3484_Terminal,138
3841-30807fg,3811-5030807-30807fg,3811-1894-1894,138
3841-30807fg,3811-5030807-30807fg,3811-2578-2578,282
3841-30807fg,3811-5030807-30807fg,3811-3435-3435,150
3841-30807fg,3811-5030807-30807fg,3811-3484-3484,138
3841-30807fg,3811-5030807-30807fg,3811-9570-9570,696
3841-30807fg,3811-6003872-30807fg,3811-5030807-30807fg,1404
3841-30807fg,3811-9570-9570,Terminal_3811-9570-9570_Terminal,696
3841-30807fg,3841-6003872-30807fg,3811-6003872-30807fg,804
3841-30807fg,3841-6003872-30807fg,3857-6003872-30807fg,606
3841-30807fg,3857-6003872-30807fg,3811-6003872-30807fg,606
3841-30818fg,3811-26491-26491,Terminal_3811-26491-26491_Terminal,19
3841-30818fg,3811-26492-26492,3811-6115816-6115816,226
3841-30818fg,3811-5026817-5026817,3811-26491-26491,19
3841-30818fg,3811-5026817-5026817,3811-9570-9570,206
3841-30818fg,3811-6115816-6115816,3811-5026817-5026817,225
3841-30818fg,3811-9570-9570,Terminal_3811-9570-9570_Terminal,206
3841-30818fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,248
3841-30818fg,3835-5001671-5001671,3835-5006219-5006219,660
3841-30818fg,3835-5001671-5001671,3835-5947-5947,64
3841-30818fg,3835-5001671-5001671,3835-6-6,1
3841-30818fg,3835-5001671-5001671,3835-9035-9035,183
3841-30818fg,3835-5003911-5003911,3835-2502-2502,248
3841-30818fg,3835-5003911-5003911,3835-5001671-5001671,908
3841-30818fg,3835-5003911-5003911,3835-5947-5947,531
3841-30818fg,3835-5003911-5003911,3835-6-6,350
3841-30818fg,3835-5003911-5003911,3835-6762-6762,731
3841-30818fg,3835-5003911-5003911,3835-9247-9247,17
3841-30818fg,3835-5003911-5003911,3835-9510-9510,45
3841-30818fg,3835-5006219-5006219,3835-5947-5947,192
3841-30818fg,3835-5006219-5006219,3835-8940-8940,468
3841-30818fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,787
3841-30818fg,3835-6-6,Terminal_3835-6-6_Terminal,351
3841-30818fg,3835-6077640-6077640,3835-5003911-5003911,2830
3841-30818fg,3835-6762-6762,Terminal_3835-6762-6762_Terminal,731
3841-30818fg,3835-8940-8940,Terminal_3835-8940-8940_Terminal,468
3841-30818fg,3835-9035-9035,Terminal_3835-9035-9035_Terminal,183
3841-30818fg,3835-9247-9247,Terminal_3835-9247-9247_Terminal,17
3841-30818fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,45
3841-30818fg,3841-24713-24713,Terminal_3841-24713-24713_Terminal,11253
3841-30818fg,3841-26492-26492,3811-26492-26492,226
3841-30818fg,3841-3454-3454,Terminal_3841-3454-3454_Terminal,1251
3841-30818fg,3841-4296-4296,3841-6077640-6077640,2832
3841-30818fg,3841-5030818-30818fg,3841-24713-24713,11253
3841-30818fg,3841-5030818-30818fg,3841-26492-26492,226
3841-30818fg,3841-5030818-30818fg,3841-3454-3454,1251
3841-30818fg,3841-5030818-30818fg,3841-4296-4296,2832
3841-30818fg,3841-6004910-30818fg,3841-5030818-30818fg,2782
3841-30818fg,3841-6010619-30818fg,3841-5030818-30818fg,12780
3841-30818fg,3841-6077640-6077640,3835-6077640-6077640,2832
3841-30878fg,3841-6005228-30878fg,Terminal_3841-6005228-30878fg_Terminal,10430
3841-30992fg,3811-30992-30992,Terminal_3811-30992-30992_Terminal,918
3841-30992fg,3811-6004361-30992fg,3811-30992-30992,398
3841-30992fg,3811-6004363-30992fg,3811-30992-30992,520
3841-30992fg,3841-6004361-30992fg,3811-6004361-30992fg,400
3841-30992fg,3841-6004363-30992fg,3811-6004363-30992fg,546
3841-31080fg,3803-6568-6568,Terminal_3803-6568-6568_Terminal,75
3841-31080fg,3841-30167-30167,Terminal_3841-30167-30167_Terminal,27
3841-31080fg,3841-5031080-31080fg,3841-30167-30167,27
3841-31080fg,3841-5031080-31080fg,3841-5947-5947,2946
3841-31080fg,3841-5031080-31080fg,3841-6568-6568,75
3841-31080fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,2946
3841-31080fg,3841-6007061-31080fg,3841-5031080-31080fg,3048
3841-31080fg,3841-6568-6568,3803-6568-6568,75
3841-31110fg,3811-1333-1333,Terminal_3811-1333-1333_Terminal,56
3841-31110fg,3811-24713-24713,Terminal_3811-24713-24713_Terminal,1180
3841-31110fg,3811-2502-2502,Terminal_3811-2502-2502_Terminal,888
3841-31110fg,3811-26491-26491,Terminal_3811-26491-26491_Terminal,2
3841-31110fg,3811-26492-26492,3811-6115816-6115816,24
3841-31110fg,3811-4296-4296,3811-5003911-5003911,590
3841-31110fg,3811-5003911-5003911,3835-5003911-5003911,590
3841-31110fg,3811-5026817-5026817,3811-26491-26491,2
3841-31110fg,3811-5026817-5026817,3811-9570-9570,22
3841-31110fg,3811-5031110-31110fg,3811-1333-1333,56
3841-31110fg,3811-5031110-31110fg,3811-24713-24713,1180
3841-31110fg,3811-5031110-31110fg,3811-2502-2502,888
3841-31110fg,3811-5031110-31110fg,3811-26492-26492,24
3841-31110fg,3811-5031110-31110fg,3811-4296-4296,590
3841-31110fg,3811-6004727-6004727,3811-5031110-31110fg,2738
3841-31110fg,3811-6004733-31110fg,3811-6004727-6004727,2740
3841-31110fg,3811-6115816-6115816,3811-5026817-5026817,24
3841-31110fg,3811-9570-9570,Terminal_3811-9570-9570_Terminal,22
3841-31110fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,52
3841-31110fg,3835-5001671-5001671,3835-5006219-5006219,138
3841-31110fg,3835-5001671-5001671,3835-5947-5947,14
3841-31110fg,3835-5001671-5001671,3835-9035-9035,40
3841-31110fg,3835-5003911-5003911,3835-2502-2502,52
3841-31110fg,3835-5003911-5003911,3835-5001671-5001671,192
3841-31110fg,3835-5003911-5003911,3835-5947-5947,110
3841-31110fg,3835-5003911-5003911,3835-6-6,72
3841-31110fg,3835-5003911-5003911,3835-6762-6762,152
3841-31110fg,3835-5003911-5003911,3835-9247-9247,4
3841-31110fg,3835-5003911-5003911,3835-9510-9510,8
3841-31110fg,3835-5006219-5006219,Terminal_3835-5006219-5006219_Terminal,138
3841-31110fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,124
3841-31110fg,3835-6-6,Terminal_3835-6-6_Terminal,72
3841-31110fg,3835-6762-6762,Terminal_3835-6762-6762_Terminal,152
3841-31110fg,3835-9035-9035,Terminal_3835-9035-9035_Terminal,40
3841-31110fg,3835-9247-9247,Terminal_3835-9247-9247_Terminal,4
3841-31110fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,8
3841-31110fg,3841-6004733-31110fg,3811-6004733-31110fg,2742
3841-31143fg,3803-6568-6568,Terminal_3803-6568-6568_Terminal,825
3841-31143fg,3841-1697-1697,Terminal_3841-1697-1697_Terminal,5948
3841-31143fg,3841-1975-1975,Terminal_3841-1975-1975_Terminal,5948
3841-31143fg,3841-5031143-31143fg,3841-1697-1697,5948
3841-31143fg,3841-5031143-31143fg,3841-1975-1975,5948
3841-31143fg,3841-5031143-31143fg,3841-5947-5947,20371
3841-31143fg,3841-5031143-31143fg,3841-6568-6568,825
3841-31143fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,20371
3841-31143fg,3841-6004800-31143fg,3841-5031143-31143fg,4019
3841-31143fg,3841-6004805-31143fg,3841-5031143-31143fg,29073
3841-31143fg,3841-6568-6568,3803-6568-6568,825
3841-31218fg,3841-31218-31218,Terminal_3841-31218-31218_Terminal,5219
3841-31218fg,3841-6005258-31218fg,3841-31218-31218,5219
3841-31218fg,3841-6005258-31218fg,Terminal_3841-6005258-31218fg_Terminal,5218
3841-31264fg,3835-1966-1966,Terminal_3835-1966-1966_Terminal,404
3841-31264fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,386
3841-31264fg,3835-5001670-5001670,3835-1966-1966,404
3841-31264fg,3835-5001670-5001670,3835-2502-2502,386
3841-31264fg,3835-5001670-5001670,3835-5947-5947,963
3841-31264fg,3835-5001670-5001670,3835-9510-9510,9
3841-31264fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,963
3841-31264fg,3835-6077616-6077616,3835-5001670-5001670,1762
3841-31264fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,9
3841-31264fg,3841-1688-1688,3841-6077616-6077616,1762
3841-31264fg,3841-2323-2323,Terminal_3841-2323-2323_Terminal,293
3841-31264fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,344
3841-31264fg,3841-5031264-31264fg,3841-1688-1688,1762
3841-31264fg,3841-5031264-31264fg,3841-2323-2323,293
3841-31264fg,3841-5031264-31264fg,3841-2502-2502,344
3841-31264fg,3841-5031264-31264fg,3841-5947-5947,46254
3841-31264fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,46254
3841-31264fg,3841-6005617-31264fg,3841-5031264-31264fg,19184
3841-31264fg,3841-6005621-31264fg,3841-5031264-31264fg,29469
3841-31264fg,3841-6077616-6077616,3835-6077616-6077616,1762
3841-31719fg,3833-10497-10497,3833-5009496-5009496,259
3841-31719fg,3833-10497-10497,Terminal_3833-10497-10497_Terminal,193
3841-31719fg,3833-5009496-5009496,3835-5009496-5009496,259
3841-31719fg,3833-6081442-6081442,3833-10497-10497,452
3841-31719fg,3835-1690-1690,Terminal_3835-1690-1690_Terminal,366
3841-31719fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,47
3841-31719fg,3835-26443-26443,Terminal_3835-26443-26443_Terminal,1539
3841-31719fg,3835-5009496-5009496,3835-1690-1690,366
3841-31719fg,3835-5009496-5009496,3835-2502-2502,47
3841-31719fg,3835-5009496-5009496,3835-26443-26443,1539
3841-31719fg,3835-5009496-5009496,3835-5947-5947,961
3841-31719fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,961
3841-31719fg,3835-6081442-6081442,3835-5009496-5009496,2654
3841-31719fg,3841-10497-10497,3841-6081442-6081442,3106
3841-31719fg,3841-10497-10497,3853-10497-10497,8658
3841-31719fg,3841-1705-1705,Terminal_3841-1705-1705_Terminal,9172
3841-31719fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,10162
3841-31719fg,3841-5031719-31719fg,3841-10497-10497,11764
3841-31719fg,3841-5031719-31719fg,3841-1705-1705,9172
3841-31719fg,3841-5031719-31719fg,3841-2502-2502,10162
3841-31719fg,3841-5031719-31719fg,3841-5947-5947,15954
3841-31719fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,15954
3841-31719fg,3841-6009657-31719fg,3841-5031719-31719fg,4399
3841-31719fg,3841-6009660-31719fg,3841-5031719-31719fg,39378
3841-31719fg,3841-6010832-31719fg,3841-5031719-31719fg,3275
3841-31719fg,3841-6081442-6081442,3833-6081442-6081442,452
3841-31719fg,3841-6081442-6081442,3835-6081442-6081442,2654
3841-31719fg,3853-10497-10497,Terminal_3853-10497-10497_Terminal,8658
3841-31911fg,3809-24667-24667,Terminal_3809-24667-24667_Terminal,1021
3841-31911fg,3835-1712-1712,Terminal_3835-1712-1712_Terminal,139
3841-31911fg,3835-2180-2180,Terminal_3835-2180-2180_Terminal,520
3841-31911fg,3835-24-24,Terminal_3835-24-24_Terminal,20
3841-31911fg,3835-5002581-5002581,3835-1712-1712,139
3841-31911fg,3835-5002581-5002581,3835-2180-2180,520
3841-31911fg,3835-5002581-5002581,3835-24-24,20
3841-31911fg,3835-5002581-5002581,3835-6760-6760,181
3841-31911fg,3835-6009143-6009143,3835-5002581-5002581,860
3841-31911fg,3835-6760-6760,Terminal_3835-6760-6760_Terminal,181
3841-31911fg,3841-13161-13161,Terminal_3841-13161-13161_Terminal,519
3841-31911fg,3841-24667-24667,3809-24667-24667,1021
3841-31911fg,3841-2617-2617,3841-6009143-6009143,860
3841-31911fg,3841-2617-2617,Terminal_3841-2617-2617_Terminal,161
3841-31911fg,3841-3-3,Terminal_3841-3-3_Terminal,319
3841-31911fg,3841-5031911-31911fg,3841-13161-13161,519
3841-31911fg,3841-5031911-31911fg,3841-24667-24667,1021
3841-31911fg,3841-5031911-31911fg,3841-2617-2617,1021
3841-31911fg,3841-5031911-31911fg,3841-3-3,319
3841-31911fg,3841-5031911-31911fg,3841-9570-9570,17639
3841-31911fg,3841-6009143-6009143,3835-6009143-6009143,860
3841-31911fg,3841-6009488-31911fg,3841-5031911-31911fg,20519
3841-31911fg,3841-9570-9570,Terminal_3841-9570-9570_Terminal,17639
3841-32289fg,3841-32289-32289,Terminal_3841-32289-32289_Terminal,90
3841-32289fg,3841-6011035-32289fg,3841-32289-32289,90
3841-32490fg,3803-20464-20464,3811-20464-20464,1124
3841-32490fg,3803-20464-20464,Terminal_3803-20464-20464_Terminal,368
3841-32490fg,3811-20464-20464,3811-6004035-6004035,152
3841-32490fg,3811-20464-20464,Terminal_3811-20464-20464_Terminal,972
3841-32490fg,3811-6004035-6004035,Terminal_3811-6004035-6004035_Terminal,152
3841-32490fg,3833-10497-10497,3833-5009496-5009496,36
3841-32490fg,3833-10497-10497,Terminal_3833-10497-10497_Terminal,24
3841-32490fg,3833-5009496-5009496,3835-5009496-5009496,36
3841-32490fg,3833-6081442-6081442,3833-10497-10497,60
3841-32490fg,3835-1690-1690,Terminal_3835-1690-1690_Terminal,48
3841-32490fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,8
3841-32490fg,3835-26443-26443,Terminal_3835-26443-26443_Terminal,204
3841-32490fg,3835-5009496-5009496,3835-1690-1690,48
3841-32490fg,3835-5009496-5009496,3835-2502-2502,8
3841-32490fg,3835-5009496-5009496,3835-26443-26443,204
3841-32490fg,3835-5009496-5009496,3835-5947-5947,128
3841-32490fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,128
3841-32490fg,3835-6081442-6081442,3835-5009496-5009496,352
3841-32490fg,3841-10497-10497,3841-6081442-6081442,412
3841-32490fg,3841-10497-10497,3853-10497-10497,1132
3841-32490fg,3841-20464-20464,3803-20464-20464,1492
3841-32490fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,952
3841-32490fg,3841-5032490-32490fg,3841-10497-10497,1544
3841-32490fg,3841-5032490-32490fg,3841-20464-20464,1492
3841-32490fg,3841-5032490-32490fg,3841-2502-2502,952
3841-32490fg,3841-5032490-32490fg,3841-9570-9570,1064
3841-32490fg,3841-6011765-32490fg,3841-5032490-32490fg,5052
3841-32490fg,3841-6081442-6081442,3833-6081442-6081442,60
3841-32490fg,3841-6081442-6081442,3835-6081442-6081442,352
3841-32490fg,3841-9570-9570,Terminal_3841-9570-9570_Terminal,1064
3841-32490fg,3853-10497-10497,Terminal_3853-10497-10497_Terminal,1132
3841-3484fg,3811-3484-3484,Terminal_3811-3484-3484_Terminal,580
3841-3484fg,3811-6115935-3484fg,3811-3484-3484,580
3841-3484fg,3841-3484-3484,Terminal_3841-3484-3484_Terminal,600
3841-3484fg,3841-6115934-3484fg,3841-3484-3484,600
3841-3484fg,3841-6115935-3484fg,3811-6115935-3484fg,612
3841-4102fg,3803-4102-4102,Terminal_3803-4102-4102_Terminal,2082
3841-4102fg,3841-4102-4102,3803-4102-4102,2082
3841-4102fg,3841-4102-4102,Terminal_3841-4102-4102_Terminal,18291
3841-4102fg,3841-5003814-4102fg,3841-4102-4102,2700
3841-4102fg,3841-6057388-4102fg,3841-4102-4102,957
3841-4102fg,3841-6110362-4102fg,3841-4102-4102,16716
3841-4343fg,3803-3439-3439,Terminal_3803-3439-3439_Terminal,1047
3841-4343fg,3809-3439-3439,3803-3439-3439,153
3841-4343fg,3809-3439-3439,Terminal_3809-3439-3439_Terminal,405
3841-4343fg,3841-24-24,Terminal_3841-24-24_Terminal,1452
3841-4343fg,3841-3439-3439,3803-3439-3439,894
3841-4343fg,3841-3439-3439,3809-3439-3439,558
3841-4343fg,3841-5003954-4343fg,3841-24-24,1452
3841-4343fg,3841-5003954-4343fg,3841-3439-3439,1452
3841-4343fg,3841-6106901-4343fg,3841-5003954-4343fg,2904
3841-4530fg,3835-1966-1966,Terminal_3835-1966-1966_Terminal,261
3841-4530fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,247
3841-4530fg,3835-5001670-5001670,3835-1966-1966,261
3841-4530fg,3835-5001670-5001670,3835-2502-2502,247
3841-4530fg,3835-5001670-5001670,3835-5947-5947,622
3841-4530fg,3835-5001670-5001670,3835-9510-9510,9
3841-4530fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,622
3841-4530fg,3835-6077616-6077616,3835-5001670-5001670,1139
3841-4530fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,9
3841-4530fg,3841-1362-1362,Terminal_3841-1362-1362_Terminal,11
3841-4530fg,3841-1688-1688,3841-6077616-6077616,1140
3841-4530fg,3841-2323-2323,Terminal_3841-2323-2323_Terminal,295
3841-4530fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,334
3841-4530fg,3841-3350-3350,Terminal_3841-3350-3350_Terminal,8
3841-4530fg,3841-5004136-4530fg,3841-1362-1362,11
3841-4530fg,3841-5004136-4530fg,3841-1688-1688,1140
3841-4530fg,3841-5004136-4530fg,3841-2323-2323,295
3841-4530fg,3841-5004136-4530fg,3841-2502-2502,334
3841-4530fg,3841-5004136-4530fg,3841-3350-3350,8
3841-4530fg,3841-5004136-4530fg,3841-5947-5947,3314
3841-4530fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,3314
3841-4530fg,3841-6077616-6077616,3835-6077616-6077616,1140
3841-4531fg,3803-9382-9382,Terminal_3803-9382-9382_Terminal,2
3841-4531fg,3835-1966-1966,Terminal_3835-1966-1966_Terminal,56
3841-4531fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,53
3841-4531fg,3835-5001670-5001670,3835-1966-1966,56
3841-4531fg,3835-5001670-5001670,3835-2502-2502,53
3841-4531fg,3835-5001670-5001670,3835-5947-5947,134
3841-4531fg,3835-5001670-5001670,3835-9510-9510,2
3841-4531fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,134
3841-4531fg,3835-6077616-6077616,3835-5001670-5001670,245
3841-4531fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,2
3841-4531fg,3841-1362-1362,Terminal_3841-1362-1362_Terminal,2
3841-4531fg,3841-1688-1688,3841-6077616-6077616,245
3841-4531fg,3841-2323-2323,Terminal_3841-2323-2323_Terminal,64
3841-4531fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,4
3841-4531fg,3841-3350-3350,Terminal_3841-3350-3350_Terminal,1
3841-4531fg,3841-5004137-4531fg,3841-1362-1362,2
3841-4531fg,3841-5004137-4531fg,3841-1688-1688,245
3841-4531fg,3841-5004137-4531fg,3841-2323-2323,64
3841-4531fg,3841-5004137-4531fg,3841-2502-2502,4
3841-4531fg,3841-5004137-4531fg,3841-3350-3350,1
3841-4531fg,3841-5004137-4531fg,3841-5947-5947,786
3841-4531fg,3841-5004137-4531fg,3841-9382-9382,2
3841-4531fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,786
3841-4531fg,3841-6077616-6077616,3835-6077616-6077616,245
3841-4531fg,3841-6103943-4531fg,3841-5004137-4531fg,1104
3841-4531fg,3841-9382-9382,3803-9382-9382,2
3841-4736fg,3841-2169-2169,Terminal_3841-2169-2169_Terminal,1739
3841-4736fg,3841-6040880-4736fg,3841-2169-2169,714
3841-4736fg,3841-6040880-4736fg,3882-6040880-4736fg,102
3841-4736fg,3841-6040885-4736fg,3841-2169-2169,1025
3841-4736fg,3882-6040880-4736fg,Terminal_3882-6040880-4736fg_Terminal,102
3841-4940fg,3841-6040889-4940fg,Terminal_3841-6040889-4940fg_Terminal,17940
3841-4959fg,3803-9370-9370,Terminal_3803-9370-9370_Terminal,198
3841-4959fg,3841-24-24,Terminal_3841-24-24_Terminal,363
3841-4959fg,3841-3304-3304,Terminal_3841-3304-3304_Terminal,6
3841-4959fg,3841-5004384-4959fg,3841-24-24,363
3841-4959fg,3841-5004384-4959fg,3841-3304-3304,6
3841-4959fg,3841-5004384-4959fg,3841-9370-9370,198
3841-4959fg,3841-6040905-4959fg,3841-5004384-4959fg,567
3841-4959fg,3841-9370-9370,3803-9370-9370,198
3841-4969fg,3841-6040924-6040924,Terminal_3841-6040924-6040924_Terminal,30
3841-4969fg,3841-6040928-4969fg,3841-6040924-6040924,30
3841-4996fg,3803-3411-3411,Terminal_3803-3411-3411_Terminal,883
3841-4996fg,3835-2000-2000,Terminal_3835-2000-2000_Terminal,226
3841-4996fg,3835-2180-2180,Terminal_3835-2180-2180_Terminal,1966
3841-4996fg,3835-25985-25985,Terminal_3835-25985-25985_Terminal,2257
3841-4996fg,3835-5002582-5002582,3835-2000-2000,226
3841-4996fg,3835-5002582-5002582,3835-2180-2180,1966
3841-4996fg,3835-5002582-5002582,3835-25985-25985,2257
3841-4996fg,3835-6077631-6077631,3835-5002582-5002582,4449
3841-4996fg,3841-24-24,Terminal_3841-24-24_Terminal,12717
3841-4996fg,3841-2618-2618,3841-6077631-6077631,4449
3841-4996fg,3841-3411-3411,3803-3411-3411,883
3841-4996fg,3841-5004418-4996fg,3841-24-24,12717
3841-4996fg,3841-5004418-4996fg,3841-2618-2618,4449
3841-4996fg,3841-5004418-4996fg,3841-3411-3411,883
3841-4996fg,3841-6040934-4996fg,3841-5004418-4996fg,3816
3841-4996fg,3841-6077631-6077631,3835-6077631-6077631,4449
3841-5287fg,3811-5287-5287,Terminal_3811-5287-5287_Terminal,20330
3841-5287fg,3811-6111144-5287fg,3811-5287-5287,20330
3841-5287fg,3841-6040974-5287fg,Terminal_3841-6040974-5287fg_Terminal,63
3841-5287fg,3841-6111144-5287fg,3811-6111144-5287fg,20349
3841-5422fg,3841-6097490-5422fg,Terminal_3841-6097490-5422fg_Terminal,36750
3841-5448fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,753
3841-5448fg,3835-5001671-5001671,3835-5006219-5006219,1998
3841-5448fg,3835-5001671-5001671,3835-5947-5947,195
3841-5448fg,3835-5001671-5001671,3835-6-6,3
3841-5448fg,3835-5001671-5001671,3835-9035-9035,594
3841-5448fg,3835-5003911-5003911,3835-2502-2502,753
3841-5448fg,3835-5003911-5003911,3835-5001671-5001671,2790
3841-5448fg,3835-5003911-5003911,3835-5947-5947,1602
3841-5448fg,3835-5003911-5003911,3835-6-6,1053
3841-5448fg,3835-5003911-5003911,3835-6762-6762,2214
3841-5448fg,3835-5003911-5003911,3835-9247-9247,60
3841-5448fg,3835-5003911-5003911,3835-9510-9510,129
3841-5448fg,3835-5006219-5006219,3835-5947-5947,591
3841-5448fg,3835-5006219-5006219,3835-8940-8940,1407
3841-5448fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,2388
3841-5448fg,3835-6-6,Terminal_3835-6-6_Terminal,1056
3841-5448fg,3835-6077640-6077640,3835-5003911-5003911,8601
3841-5448fg,3835-6762-6762,Terminal_3835-6762-6762_Terminal,2214
3841-5448fg,3835-8940-8940,Terminal_3835-8940-8940_Terminal,1407
3841-5448fg,3835-9035-9035,Terminal_3835-9035-9035_Terminal,594
3841-5448fg,3835-9247-9247,Terminal_3835-9247-9247_Terminal,60
3841-5448fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,129
3841-5448fg,3841-1661-1661,Terminal_3841-1661-1661_Terminal,47709
3841-5448fg,3841-4296-4296,3841-6077640-6077640,8607
3841-5448fg,3841-5004821-5448fg,3841-1661-1661,47709
3841-5448fg,3841-5004821-5448fg,3841-4296-4296,8607
3841-5448fg,3841-5004821-5448fg,3841-5947-5947,684
3841-5448fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,684
3841-5448fg,3841-6077640-6077640,3835-6077640-6077640,8607
3841-5495fg,3803-3374-3374,Terminal_3803-3374-3374_Terminal,918
3841-5495fg,3841-1697-1697,Terminal_3841-1697-1697_Terminal,17058
3841-5495fg,3841-3374-3374,3803-3374-3374,918
3841-5495fg,3841-3374-3374,Terminal_3841-3374-3374_Terminal,3890
3841-5495fg,3841-5004866-5495fg,3841-1697-1697,17058
3841-5495fg,3841-5004866-5495fg,3841-3374-3374,4808
3841-5495fg,3841-5004866-5495fg,3841-5947-5947,5475
3841-5495fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,5475
3841-5495fg,3841-6041067-5495fg,3841-5004866-5495fg,1552
3841-5495fg,3841-6041071-5495fg,3841-5004866-5495fg,35
3841-5495fg,3841-6041072-5495fg,3841-5004866-5495fg,15990
3841-5495fg,3841-6041072-5495fg,3857-6041072-5495fg,4290
3841-5495fg,3857-6041072-5495fg,3841-5004866-5495fg,4264
3841-5495fg,3857-6041072-5495fg,Terminal_3857-6041072-5495fg_Terminal,26
3841-5598fg,3835-1966-1966,Terminal_3835-1966-1966_Terminal,7538
3841-5598fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,7127
3841-5598fg,3835-5001670-5001670,3835-1966-1966,7538
3841-5598fg,3835-5001670-5001670,3835-2502-2502,7127
3841-5598fg,3835-5001670-5001670,3835-5947-5947,17928
3841-5598fg,3835-5001670-5001670,3835-9510-9510,244
3841-5598fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,17928
3841-5598fg,3835-6077616-6077616,3835-5001670-5001670,32837
3841-5598fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,244
3841-5598fg,3841-1362-1362,Terminal_3841-1362-1362_Terminal,110125
3841-5598fg,3841-1688-1688,3841-6077616-6077616,32838
3841-5598fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,1754
3841-5598fg,3841-5004947-5598fg,3841-1362-1362,110125
